cell_id,task,condition,run_idx,owner_model,owner_persona,construct_id,left_pole,right_pole,triad
B_P_run1,B,P,1,M4,C,C_M4_2,Layoff-driven trust and safety erosion,Growth-phase leadership style mismatch,"E1,E4,E5"
B_P_run1,B,P,1,M4,C,C_M4_3,Layoff-induced collective trauma response,Scaled-team leadership failure,"E1,E4,E5"
B_P_run1,B,P,1,M5,Q,C_M5_1,Quantitative behavioral signal detection,Qualitative interpretive meaning-making,"E1,E3,E4"
B_P_run1,B,P,1,M5,Q,C_M5_2,Endogenous leadership-structure causation,Exogenous event-trauma causation,"E2,E3,E5"
B_P_run1,B,P,1,M5,Q,C_M5_3,Epistemological diagnostic methodology,Structural-organizational description,"E2,E4,E5"
B_P_run2,B,P,2,M1,S,C_M1_1,"Diagnoses structural/coordination failure (E1, E4)",Diagnoses relational/safety rupture (E5),"E1,E4,E5"
B_P_run2,B,P,2,M1,S,C_M1_2,Quantitative-probabilistic reasoning (E3),"Qualitative-interpretive reasoning (E2, E5)","E2,E3,E5"
B_P_run2,B,P,2,M1,S,C_M1_3,"Consensus-aligned diagnosis (E2, E3)",Contrarian against prevailing instinct (E4),"E2,E3,E4"
B_P_run2,B,P,2,M2,E,C_M2_1,Structural leadership/coordination bottleneck,Layoff-induced psychological safety rupture,"E1,E2,E4"
B_P_run2,B,P,2,M2,E,C_M2_2,Scaling/leadership architecture failure,Layoff-timed trust and safety collapse,"E3,E4,E5"
B_P_run2,B,P,2,M2,E,C_M2_3,Layoff-centered human trust rupture,Contrarian structural leadership diagnosis,"E2,E4,E5"
B_P_run2,B,P,2,M3,H,C_M3_1,Objectifying workers as mechanistic components in a structural scaling model,Recognizing workers as moral subjects affected by ruptured social contracts,"E1,E2,E3"
B_P_run2,B,P,2,M3,H,C_M3_2,Categorizing emotional distress as an operational distraction to be bypassed,Identifying psychological harm and institutional betrayal as the core constraint,"E1,E2,E4"
B_P_run2,B,P,2,M4,C,C_M4_1,Primary cause: leadership style mismatch,Primary cause: loss of psychological safety,"E3,E4,E5"
B_P_run2,B,P,2,M4,C,C_M4_2,Primary cause: leadership style mismatch,Primary cause: loss of psychological safety,"E1,E2,E5"
B_P_run2,B,P,2,M4,C,C_M4_3,Primary cause: leadership style mismatch,Primary cause: loss of psychological safety,"E1,E2,E3"
B_P_run2,B,P,2,M5,Q,C_M5_1,Qualitative interpretive phenomenological analysis,Probabilistic inference with explicit confidence intervals,"E2,E3,E5"
B_P_run2,B,P,2,M5,Q,C_M5_2,Retrospective content shift diagnostic reliance,Structural-demographic scaling threshold analysis,"E1,E3,E4"
B_P_run2,B,P,2,M5,Q,C_M5_3,Structural-demographic scaling threshold analysis,Temporal-causal sequencing and timing analysis,"E1,E3,E5"
B_P_run3,B,P,3,M1,S,C_M1_1,"Layoff as causal shock (E1, E4)",Layoff as amplifier of prior dysfunction (E5),"E1,E4,E5"
B_P_run3,B,P,3,M1,S,C_M1_2,"Clinical/empirical diagnostic register (E1, E5)",Humanist/moral framing of the team (E2),"E1,E2,E5"
B_P_run3,B,P,3,M1,S,C_M1_3,Discrete event triggers decline (E1),"Structural mismatch with scale/phase (E3, E5)","E1,E3,E5"
B_P_run3,B,P,3,M2,E,C_M2_1,E1/E4: empirical timing-signature diagnosis,E2: humanist trauma framing,"E1,E2,E4"
B_P_run3,B,P,3,M2,E,C_M2_2,E1: terse causal assertion,E2/E4: elaborated interpretive diagnosis,"E1,E2,E4"
B_P_run3,B,P,3,M2,E,C_M2_3,E1/E2: layoff-caused psychological safety loss,E5: pre-layoff leadership mismatch,"E1,E2,E5"
B_P_run3,B,P,3,M3,H,C_M3_1,Centering the dignity and existential trauma of vulnerable stakeholders,Abstracting workers into mechanistic components of a systemic engine,"E2,E3,E4"
B_P_run3,B,P,3,M3,H,C_M3_2,Framing crises as moral ruptures requiring empathetic stakeholder care,Framing crises as detached diagnostic puzzles to optimize output,"E2,E4,E5"
B_P_run3,B,P,3,M5,Q,C_M5_1,Shock-event anchoring (layoff-centered causality),Developmental-phase constraints (scale-centered structuralism),"E1,E3,E5"
B_P_run3,B,P,3,M5,Q,C_M5_2,Temporal-signature correlation (timeline-pattern empiricism),Structural-phase configuration (operating-system architecture),"E3,E4,E5"
B_P_run3,B,P,3,M5,Q,C_M5_3,Event-anchored causality,Structural-scale dynamics,"E2,E3,E5"
B_P_run4,B,P,4,M2,E,C_M2_1,Layoff-triggered psychological safety rupture,Leadership operating-model mismatch,"E1,E2,E4"
B_P_run4,B,P,4,M2,E,C_M2_2,Scaling requires new leadership system,Layoff trauma damaged trust,"E3,E4,E5"
B_P_run4,B,P,4,M2,E,C_M2_3,Coordination breakdown from leadership mismatch,Human-centered layoff aftermath framing,"E2,E3,E4"
B_P_run4,B,P,4,M3,H,C_M3_1,Mechanistic framing treating human workers as interchangeable system components,"Centering lived experience, psychological vulnerability, and systemic organizational trauma","E3,E4,E5"
B_P_run4,B,P,4,M3,H,C_M3_2,Abstract epistemic posturing that actively dismisses human emotional realities,Concrete structural analysis acknowledging shifting relational and operational contexts,"E2,E3,E5"
B_P_run4,B,P,4,M4,C,C_M4_1,Leadership/structural mismatch diagnosis,Psychological safety loss diagnosis,"E2,E4,E5"
B_P_run4,B,P,4,M4,C,C_M4_2,Signal-oriented organizational reading,Direct causal mechanism statement,"E1,E3,E5"
B_P_run4,B,P,4,M4,C,C_M4_3,Retrospective shift as central evidence,Layoff trauma as central evidence,"E2,E3,E4"
B_P_run4,B,P,4,M5,Q,C_M5_1,Objective Structural/Temporal Constraint Analysis,Epistemic Contrarianism and Consensus Positioning,"E1,E3,E5"
B_P_run4,B,P,4,M5,Q,C_M5_2,Instrumental Root-Cause Diagnostic Analysis,Humanistic Lived-Experience Framing,"E1,E3,E4"
B_P_run4,B,P,4,M5,Q,C_M5_3,Deterministic Structural Causal Modeling,Explicit Probabilistic Uncertainty Quantification,"E1,E2,E5"
B_P_run5,B,P,5,M1,S,C_M1_1,"Human/relational rupture as root cause (E2, E3)",Structural/scaling mismatch as root cause (E5),"E2,E3,E5"
B_P_run5,B,P,5,M1,S,C_M1_2,"Endorses consensus psychological-safety diagnosis (E2, E3)",Contrarian reframing against consensus diagnosis (E4),"E2,E3,E4"
B_P_run5,B,P,5,M1,S,C_M1_3,"Diagnosis anchored in temporal/signal pattern reading (E1, E4)",Diagnosis anchored in moral/humanistic argument (E2),"E1,E2,E4"
B_P_run5,B,P,5,M2,E,C_M2_1,Evidence-led causal diagnosis,Moral-existential workplace critique,"E1,E2,E3"
B_P_run5,B,P,5,M2,E,C_M2_2,Layoff-driven psychological safety loss,Scaling-driven leadership model mismatch,"E1,E3,E5"
B_P_run5,B,P,5,M2,E,C_M2_3,Layoff aftershock as primary cause,Contrarian leadership mismatch hypothesis,"E1,E3,E4"
B_P_run5,B,P,5,M3,H,C_M3_1,Erasing worker vulnerability to prioritize structural organizational optimization,Acknowledging the emotional fallout and psychological distress of the workforce,"E3,E4,E5"
B_P_run5,B,P,5,M3,H,C_M3_2,"Viewing the team as a mechanistic, depersonalized abstract system",Centering human dignity and the rupture of the social contract,"E1,E2,E4"
B_P_run5,B,P,5,M4,C,C_M4_1,Systems-thinking with evidence signals,"Human-centric framing (E2 is the odd one out as it is not present; replacing with the correct triad members: E1 and E3 are similar in using systemic, evidence-based analysis, while E5 is different in focusing on leadership fit)","E1,E3,E5"
B_P_run5,B,P,5,M4,C,C_M4_2,System-level evidence analysis,Structural role-fit analysis,"E1,E2,E5"
B_P_run5,B,P,5,M4,C,C_M4_3,Trauma-centered diagnosis,Adaptation-centered diagnosis,"E3,E4,E5"
B_P_run5,B,P,5,M5,Q,C_M5_1,Existential-normative framing,Systems-analytical diagnosis,"E2,E3,E5"
B_P_run5,B,P,5,M5,Q,C_M5_2,Existential-normative framing,Hypothesis-driven analytical diagnosis,"E2,E3,E4"
B_P_run5,B,P,5,M5,Q,C_M5_3,Existential-normative framing,Signal-based empirical diagnosis,"E1,E2,E3"
C_N_run1,C,N,1,M1,neutral,C_M1_1,"Prioritizes user trust and privacy as paramount (E1, E5)",Prioritizes model capability and business economics (E2),"E1,E2,E5"
C_N_run1,C,N,1,M1,neutral,C_M1_2,"Grounds rationale in safety and liability risks (E4, E5)",Grounds rationale in product capability and unit economics (E2),"E2,E4,E5"
C_N_run1,C,N,1,M1,neutral,C_M1_3,"Opposes any training on user health data (E4, E5)",Permits training with explicit user opt-in (E2),"E2,E4,E5"
C_N_run1,C,N,1,M2,neutral,C_M2_1,Encrypted cloud with no training,Cloud with opt-in training,"E1,E2,E4"
C_N_run1,C,N,1,M2,neutral,C_M2_2,Prohibits health-data model training,Allows explicit opt-in training,"E2,E3,E5"
C_N_run1,C,N,1,M2,neutral,C_M2_3,Trust and safety over model improvement,Capability and economics via training opt-in,"E2,E3,E5"
C_N_run1,C,N,1,M3,neutral,C_M3_1,"both discuss ""full capability""","local model capability (E3 mentions ""60–70% capability local model"", E2 mentions ""AI must operate at full capability"").","E1,E2,E3"
C_N_run1,C,N,1,M4,neutral,C_M4_1,Trust as existential asset,Safety and liability imperatives,"E1,E3,E5"
C_N_run1,C,N,1,M4,neutral,C_M4_2,Regulatory and legal risk compliance,User trust and brand reputation,"E1,E4,E5"
C_N_run1,C,N,1,M4,neutral,C_M4_3,Strict no-training data policy,Opt-in consent for model training,"E2,E3,E4"
C_N_run2,C,N,2,M1,neutral,C_M1_1,Grounds rationale in specific regulatory statutes,Grounds rationale in trust and competitive positioning,"E2,E4,E5"
C_N_run2,C,N,2,M1,neutral,C_M1_2,Emphasizes breadth of sensitive data types processed,Emphasizes regulatory and systemic compliance risk,"E2,E3,E4"
C_N_run2,C,N,2,M1,neutral,C_M1_3,Frames trust as defensive risk mitigation,Frames trust as offensive competitive moat,"E2,E3,E5"
C_N_run2,C,N,2,M2,neutral,C_M2_1,No training on user health data,Opt-in training for personalization,"E1,E2,E4"
C_N_run2,C,N,2,M2,neutral,C_M2_2,Trust-as-moat privacy framing,Legal/regulatory risk framing with enclaves,"E2,E4,E5"
C_N_run2,C,N,2,M2,neutral,C_M2_3,Privacy-first no-training policy,Personalization-first opt-in training policy,"E1,E4,E5"
C_N_run2,C,N,2,M4,neutral,C_M4_1,Emphasizes regulatory and trust protection as primary value,Explicitly frames option as only path that secures both values,"E2,E3,E4"
C_N_run2,C,N,2,M4,neutral,C_M4_2,Highlights the need for powerful personalization alongside trust,Positions trust as the singular paramount currency,"E1,E4,E5"
C_N_run2,C,N,2,M4,neutral,C_M4_3,Frames recommendation around balancing personalization with trust,Uniquely stresses trust as strategic asset above all other considerations,"E1,E2,E3"
C_N_run3,C,N,3,M1,neutral,C_M1_1,Cites specific regulations and technical mechanisms (E5),"Argues from brand trust and business principles (E3, E4)","E3,E4,E5"
C_N_run3,C,N,3,M1,neutral,C_M1_2,"Prioritizes AI quality through opt-in training (E1, E2)",Prioritizes trust by forbidding training entirely (E3),"E1,E2,E3"
C_N_run3,C,N,3,M1,neutral,C_M1_3,Frames health data via regulatory compliance lens (E1),"Frames health data via user intimacy and trust (E3, E4)","E1,E3,E4"
C_N_run3,C,N,3,M2,neutral,C_M2_1,Opt-in user-data training allowed,Strict no-training on health data,"E1,E4,E5"
C_N_run3,C,N,3,M2,neutral,C_M2_2,Opt-in training to improve personalization,No-training policy to maximize trust,"E1,E2,E4"
C_N_run3,C,N,3,M2,neutral,C_M2_3,Adaptive coaching enabled by opt-in training,Trust-first ban on health-data training,"E2,E3,E4"
C_N_run3,C,N,3,M3,neutral,C_M3_1,Recommends Option B with strict no-training policy,Recommends Option D with opt-in training allowed,"E2,E3,E5"
C_N_run3,C,N,3,M3,neutral,C_M3_2,Explicitly cites the two million monthly user metric,Omits any specific user volume metrics,"E2,E3,E4"
C_N_run3,C,N,3,M4,neutral,C_M4_1,trust and regulatory defensibility as balanced priority,trust as the foundational business imperative,"E2,E4,E5"
C_N_run3,C,N,3,M4,neutral,C_M4_2,recommends cloud with opt-in training (Option D),recommends no training on user data (Option B),"E1,E2,E3"
C_N_run3,C,N,3,M4,neutral,C_M4_3,prioritized user trust and privacy protection,balanced user experience with privacy safeguards,"E2,E3,E5"
C_N_run4,C,N,4,M1,neutral,C_M1_1,"Grounds recommendation in specific health data categories (E4, E5)",Argues from general capability-versus-privacy tradeoff (E2),"E2,E4,E5"
C_N_run4,C,N,4,M1,neutral,C_M1_2,"Frames trust as foundational/existential to product (E3, E5)",Frames choice as regulatory and quality optimization (E2),"E2,E3,E5"
C_N_run4,C,N,4,M1,neutral,C_M1_3,"Uses vivid, absolutist rhetoric about trust (E3, E5)",Enumerates concrete sensitive data types pragmatically (E4),"E3,E4,E5"
C_N_run4,C,N,4,M2,neutral,C_M2_1,Strategic trust-and-capability rhetoric,Concrete health-data risk inventory,"E2,E4,E5"
C_N_run4,C,N,4,M2,neutral,C_M2_2,Trust-first privacy absolutism,Explicit alternative-by-alternative trade-off analysis,"E1,E3,E5"
C_N_run4,C,N,4,M2,neutral,C_M2_3,Explicit local-only capability critique,Pure privacy-and-trust rationale,"E1,E2,E3"
C_N_run4,C,N,4,M3,neutral,C_M3_1,Focuses purely on data sensitivity and user trust,Balances privacy needs with AI model capability constraints,"E2,E3,E4"
C_N_run4,C,N,4,M3,neutral,C_M3_2,Rejects local-only alternatives due to inferior AI performance,Frames choice entirely around avoiding retained data footprints,"E1,E2,E5"
C_N_run4,C,N,4,M4,neutral,C_M4_1,Critiques local option's AI quality,Omits local option critique,"E1,E2,E4"
C_N_run4,C,N,4,M4,neutral,C_M4_2,Omits regulatory concerns,Mentions regulatory avoidance,"E1,E2,E4"
C_N_run4,C,N,4,M4,neutral,C_M4_3,Acknowledges model capability,Focuses exclusively on trust,"E2,E3,E4"
C_N_run4,C,N,4,M5,neutral,C_M5_1,Evaluates capability limitations of local processing,Focuses solely on data privacy breach risks,"E1,E2,E5"
C_N_run4,C,N,4,M5,neutral,C_M5_2,Acknowledges model quality as a competing priority,Treats trust as the exclusive imperative,"E1,E4,E5"
C_N_run4,C,N,4,M5,neutral,C_M5_3,Provides specific technical or categorical details,Relies on abstract foundational principles,"E1,E3,E4"
C_N_run5,C,N,5,M2,neutral,C_M2_1,Regulatory-compliance case for no-training enclaves,User-harm and trust case for no-training enclaves,"E1,E3,E5"
C_N_run5,C,N,5,M2,neutral,C_M2_2,Absolute no-training privacy stance,Opt-in training for model improvement,"E1,E2,E5"
C_N_run5,C,N,5,M2,neutral,C_M2_3,Privacy-maximizing no-training cloud enclaves,Consent-based training to improve coaching quality,"E1,E2,E4"
C_N_run5,C,N,5,M4,neutral,C_M4_1,Opt-in training to improve personalization,"No training on user health data, full stop","E2,E3,E5"
C_N_run5,C,N,5,M4,neutral,C_M4_2,Recommendation for Option D,Recommendation for Option B,"E1,E2,E5"
C_N_run5,C,N,5,M4,neutral,C_M4_3,Consent-based data usage for model improvement,Complete prohibition on using data for training,"E2,E3,E4"
C_P_run1,C,P,1,M1,E,C_M1_1,"Systemic risk/expected-value reasoning (E1, E5)",Deontological duty to protect vulnerable users (E4),"E1,E4,E5"
C_P_run1,C,P,1,M1,E,C_M1_2,"Identifies single binding constraint to address (E3, E5)",Maps interdependent feedback loops in system (E1),"E1,E3,E5"
C_P_run1,C,P,1,M1,E,C_M1_3,"Delivers concrete architectural recommendation (E1, E5)",Challenges premises without prescribing action (E2),"E1,E2,E5"
C_P_run1,C,P,1,M2,H,C_M2_1,Concrete risk-architecture recommendation,Contrarian paradigm challenge,"E2,E3,E5"
C_P_run1,C,P,1,M2,H,C_M2_2,Institutional risk and liability calculus,Human harm and dignity framing,"E3,E4,E5"
C_P_run1,C,P,1,M2,H,C_M2_3,Cloud-skeptical privacy maximalism,Privacy-preserving cloud compromise,"E1,E2,E4"
C_P_run1,C,P,1,M3,C,C_M3_1,Structural mitigation of unbounded systemic liability,Normative fulfillment of ethical duty to individuals,"E1,E3,E4"
C_P_run1,C,P,1,M3,C,C_M3_2,Acceptance of centralized infrastructure risks with surface mitigations,Architectural elimination of single points of failure via decentralization,"E1,E4,E5"
C_P_run1,C,P,1,M4,Q,C_M4_1,Recommends encrypted cloud (Option B),Challenges necessity of cloud data extraction,"E2,E4,E5"
C_P_run1,C,P,1,M4,Q,C_M4_2,Advocates for encrypted cloud no-training,Critiques assumption cloud needed for AI,"E2,E3,E5"
C_P_run1,C,P,1,M4,Q,C_M4_3,Supports encrypted cloud architecture,Questions dogma of data extraction,"E2,E3,E4"
C_P_run1,C,P,1,M5,S,C_M5_1,Paradigm-challenging architecture (radical decentralization),Risk-managed centralization (optimized cloud solutions),"E1,E2,E5"
C_P_run1,C,P,1,M5,S,C_M5_2,Technical systems analysis,Normative ethical critique,"E1,E2,E4"
C_P_run1,C,P,1,M5,S,C_M5_3,Institutional risk-cost calculus,User-centric moral agency,"E2,E4,E5"
C_P_run2,C,P,2,M1,E,C_M1_1,"E4, E5 — grounds choice in user-centric ethical/trust primitives",E1 — grounds choice in expected-value tradeoff calculus,"E1,E4,E5"
C_P_run2,C,P,2,M1,E,C_M1_2,"E1, E3 — direct constraint-driven engineering recommendation",E2 — rhetorical challenge to industry consensus,"E1,E2,E3"
C_P_run2,C,P,2,M1,E,C_M1_3,"E1, E2 — argues from capability/risk tradeoff logic",E4 — argues from intrinsic sensitivity of health data,"E1,E2,E4"
C_P_run2,C,P,2,M2,H,C_M2_1,Trust-first adoption logic,Capability tradeoff optimization,"E1,E2,E5"
C_P_run2,C,P,2,M2,H,C_M2_2,Encrypted cloud safeguard compromise,Local-only privacy absolutism,"E1,E3,E5"
C_P_run2,C,P,2,M2,H,C_M2_3,Trust as primary bottleneck,Expected-value capability balancing,"E1,E2,E5"
C_P_run2,C,P,2,M3,C,C_M3_1,Assumes risk is a calculable institutional and economic externality,Assumes risk is an incalculable moral injury to human vulnerability,"E1,E3,E4"
C_P_run2,C,P,2,M3,C,C_M3_2,Acceptance of standard problem framing to deduce direct domain constraints,Contrarian epistemological inversion of unanimous tech industry assumptions,"E2,E3,E4"
C_P_run2,C,P,2,M4,Q,C_M4_1,Decision driven by expected value calculation,Decision driven by non-negotiable principle,"E1,E3,E5"
C_P_run2,C,P,2,M4,Q,C_M4_2,Analysis grounded in regulatory and breach economics,Analysis grounded in ethical vulnerability and trust dynamics,"E3,E4,E5"
C_P_run2,C,P,2,M4,Q,C_M4_3,Privacy as a measurable constraint to optimize against,Privacy as an ethical imperative rooted in bodily autonomy,"E1,E3,E4"
C_P_run3,C,P,3,M2,H,C_M2_1,Cloud allowed with no training,Local-only processing,"E3,E4,E5"
C_P_run3,C,P,3,M2,H,C_M2_2,Local-only as trust protection,Encrypted cloud as acceptable constraint,"E1,E3,E5"
C_P_run3,C,P,3,M2,H,C_M2_3,Capability skepticism and avoidance,Regulatory-trust constraint management,"E1,E3,E5"
C_P_run3,C,P,3,M4,Q,C_M4_1,No training allowed,Opt-in training allowed,"E1,E2,E5"
C_P_run3,C,P,3,M4,Q,C_M4_2,Local-only processing,Cloud-based processing,"E1,E2,E4"
C_P_run3,C,P,3,M4,Q,C_M4_3,Qualitative trust/ethics framework,Quantitative expected value framework,"E1,E2,E4"
C_P_run4,C,P,4,M1,E,C_M1_1,Risk-minimizing mechanism analysis of data exposure,Harm-centered ethical framing of vulnerable users,"E1,E2,E4"
C_P_run4,C,P,4,M1,E,C_M1_2,Accept premise that capable AI requires cloud,Challenge whether cloud-scale capability is needed,"E1,E2,E3"
C_P_run4,C,P,4,M1,E,C_M1_3,Recommends specific named option from the brief,Rejects the framing and proposes alternative architecture,"E2,E3,E4"
C_P_run4,C,P,4,M2,H,C_M2_1,Accept lower capability to avoid cloud data exposure,Use cloud data for returns and capability,"E2,E3,E5"
C_P_run4,C,P,4,M2,H,C_M2_2,Minimize health-data harm and trust risk,Maximize measurable returns through opt-in training,"E1,E2,E5"
C_P_run4,C,P,4,M2,H,C_M2_3,"Encrypted cloud, no user-data training",Opt-in cloud training for expected value,"E1,E4,E5"
C_P_run4,C,P,4,M4,Q,C_M4_1,Encrypted cloud processing,Local-only inference,"E1,E3,E4"
C_P_run4,C,P,4,M4,Q,C_M4_2,Trust-based risk minimization,Expected value maximization,"E2,E4,E5"
C_P_run4,C,P,4,M4,Q,C_M4_3,No training use,Opt-in training use,"E3,E4,E5"
C_P_run5,C,P,5,M1,E,C_M1_1,"Risk/trust exposure as binding constraint (E1, E4)",Quantified expected-value optimization (E3),"E1,E3,E4"
C_P_run5,C,P,5,M1,E,C_M1_2,"Accepts cloud inference, restricts data use (E1, E2)",Rejects cloud inference premise entirely (E5),"E1,E2,E5"
C_P_run5,C,P,5,M1,E,C_M1_3,Terse first-principles constraint identification (E1),"Discursive stakeholder/tradeoff reasoning (E2, E3)","E1,E2,E3"
C_P_run5,C,P,5,M2,H,C_M2_1,Managed encrypted-cloud trust constraint,Local-only rejection of cloud dependence,"E1,E4,E5"
C_P_run5,C,P,5,M2,H,C_M2_2,Precautionary challenge to capability maximization,Expected-value optimization of measurable tradeoffs,"E2,E3,E5"
C_P_run5,C,P,5,M2,H,C_M2_3,Systemic trust-risk containment,Contrarian local-only necessity challenge,"E1,E4,E5"
C_P_run5,C,P,5,M3,C,C_M3_1,Managing asymmetric systemic fragility and existential tail risk,Fulfilling moral duties to protect individually vulnerable populations,"E1,E2,E4"
C_P_run5,C,P,5,M3,C,C_M3_2,"Rejecting the illusion of predictable, quantifiable expected value",Trusting linear expected value frameworks and measurable probability distributions,"E3,E4,E5"
C_P_run5,C,P,5,M4,Q,C_M4_1,Advocates encrypted cloud with no training,Advocates local-only processing,"E2,E4,E5"
C_P_run5,C,P,5,M4,Q,C_M4_2,Qualitative normative reasoning,Quantitative expected-value analysis,"E2,E3,E5"
C_P_run5,C,P,5,M4,Q,C_M4_3,Single overriding constraint focus,Multi-factor trade-off optimization,"E1,E3,E5"
C_P_run5,C,P,5,M5,S,C_M5_1,Cloud-with-safeguards acceptance,Local-only architecture,"E2,E4,E5"
C_P_run5,C,P,5,M5,S,C_M5_2,Downside-constraint identification,Expected-value optimization,"E1,E2,E3"
C_P_run5,C,P,5,M5,S,C_M5_3,Cloud-dependency premise,Local-only mandate,"E1,E3,E5"
D_N_run1,D,N,1,M1,neutral,C_M1_1,"Accept coastline loss, relocate populations inland",Build systemic technological and resilience capacity,"E1,E4,E5"
D_N_run1,D,N,1,M1,neutral,C_M1_2,Work with natural or human geographic limits,Overcome constraints through technology and innovation,"E1,E3,E5"
D_N_run1,D,N,1,M1,neutral,C_M1_3,Address coastline exposure directly via physical strategy,Transform economy through technology and digital systems,"E1,E3,E4"
D_N_run1,D,N,1,M2,neutral,C_M2_1,Ecosystem-based coastal adaptation,Managed retreat and relocation,"E2,E4,E5"
D_N_run1,D,N,1,M2,neutral,C_M2_2,Technology-led systemic resilience,Nature-based ecosystem adaptation,"E1,E2,E3"
D_N_run1,D,N,1,M2,neutral,C_M2_3,In-place ecosystem protection,Planned relocation from high-risk zones,"E2,E3,E4"
D_N_run1,D,N,1,M3,neutral,C_M3_1,Endorses ecosystem-based adaptation for coastal defense,Endorses technological agility for economic resilience,"E1,E2,E3"
D_N_run1,D,N,1,M3,neutral,C_M3_2,Explicitly critiques the financial impossibility of Option A,Avoids explicit budget arithmetic to focus on macroeconomic threats,"E1,E2,E4"
D_N_run1,D,N,1,M4,neutral,C_M4_1,primary strategy is ecosystem-based adaptation (E3),"primary strategy is managed retreat (E4, E5)","E3,E4,E5"
D_N_run1,D,N,1,M4,neutral,C_M4_2,explicitly allocates budget between options (E2),"recommends a single primary option without budget breakdown (E3, E5)","E2,E3,E5"
D_N_run1,D,N,1,M4,neutral,C_M4_3,"prioritizes natural or human-centered adaptation over hard infrastructure (E2, E3)",prioritizes managed retreat over ecosystem or mixed approaches (E4),"E2,E3,E4"
D_N_run2,D,N,2,M1,neutral,C_M1_1,Focus on human/social systems as primary resilience,Focus on technological/engineered platforms as primary resilience,"E1,E3,E5"
D_N_run2,D,N,2,M1,neutral,C_M1_2,Nature-based defenses leveraging ecological systems,Engineered technology-based adaptive systems,"E2,E4,E5"
D_N_run2,D,N,2,M1,neutral,C_M1_3,Single-domain anchor strategy (ecology or people or tech),N/A,"E2,E3,E5"
D_N_run2,D,N,2,M2,neutral,C_M2_1,Ecosystem-led natural defenses,Technology-led resilience platform,"E2,E4,E5"
D_N_run2,D,N,2,M2,neutral,C_M2_2,In-place adaptation and protection,Managed retreat and relocation,"E1,E2,E5"
D_N_run2,D,N,2,M2,neutral,C_M2_3,Human-centered adaptation,Technology-centered resilience,"E1,E3,E5"
D_N_run2,D,N,2,M3,neutral,C_M3_1,"Focus on human capital, social solidarity, and psychological resilience","Focus on structural, environmental, or technological infrastructure systems","E3,E4,E5"
D_N_run2,D,N,2,M3,neutral,C_M3_2,"Strategizes around demographic shifts, compounding crises, and internal migration",Narrowly zeroes in on comparative cost-efficiency of coastal defense,"E1,E4,E5"
D_N_run2,D,N,2,M4,neutral,C_M4_1,Infrastructure-based adaptation (green or tech),Human-centered social resilience,"E3,E4,E5"
D_N_run2,D,N,2,M4,neutral,C_M4_2,Managed retreat and relocation,In-situ adaptation and protection,"E1,E4,E5"
D_N_run2,D,N,2,M4,neutral,C_M4_3,Landscape and ecological intervention,Social and human capital development,"E1,E2,E3"
D_N_run2,D,N,2,M5,neutral,C_M5_1,Physical place-based adaptation strategies,Social human-capital and cohesion strategies,"E1,E2,E3"
D_N_run2,D,N,2,M5,neutral,C_M5_2,Physical territorial management approaches,Social human-centric resilience building,"E1,E3,E4"
D_N_run2,D,N,2,M5,neutral,C_M5_3,Ecosystem-based adaptation strategies,Social cohesion and human-capital focus,"E2,E3,E4"
D_N_run3,D,N,3,M1,neutral,C_M1_1,"E1, E4 — tackle physical/biophysical exposure directly",E3 — prioritize human/social fabric over physical threats,"E1,E3,E4"
D_N_run3,D,N,3,M1,neutral,C_M1_2,"E3, E5 — invest in people and natural systems",E2 — physically relocate populations away from risk,"E2,E3,E5"
D_N_run3,D,N,3,M1,neutral,C_M1_3,"E4, E5 — distributed, low-cost defense across full coastline",E2 — structural withdrawal from indefensible areas,"E2,E4,E5"
D_N_run3,D,N,3,M2,neutral,C_M2_1,People-centered social adaptation,Ecosystem-centered physical protection,"E2,E3,E4"
D_N_run3,D,N,3,M2,neutral,C_M2_2,In-place resilience and protection,Planned relocation from risk,"E1,E2,E4"
D_N_run3,D,N,3,M2,neutral,C_M2_3,Cross-sector national capability building,Coastal ecosystem defense,"E1,E3,E4"
D_N_run3,D,N,3,M3,neutral,C_M3_1,Focus on mitigating physical and geographic risks,Focus on maintaining social cohesion and human capital,"E1,E2,E3"
D_N_run3,D,N,3,M3,neutral,C_M3_2,Technological and dynamic systems approach,Ecosystem-based and natural infrastructure approach,"E1,E4,E5"
D_N_run3,D,N,3,M3,neutral,C_M3_3,Centered on social capabilities and the social contract,Centered on,"E3,E4,E5"
D_N_run3,D,N,3,M4,neutral,C_M4_1,Single primary strategy,Hybrid multi-strategy blend,"E1,E2,E5"
D_N_run3,D,N,3,M4,neutral,C_M4_2,Engineered and planned interventions,Nature-based adaptation,"E1,E2,E4"
D_N_run3,D,N,3,M4,neutral,C_M4_3,Ecosystem-based adaptation,Managed retreat and relocation,"E2,E4,E5"
D_N_run4,D,N,4,M1,neutral,C_M1_1,"E1, E2 — physical/ecological coastal defense focus",E5 — human/social adaptation focus,"E1,E2,E5"
D_N_run4,D,N,4,M1,neutral,C_M1_2,"E1, E2 — nature-based, scale-matched to coastline","E3 — technology-driven, multi-domain platform","E1,E2,E3"
D_N_run4,D,N,4,M1,neutral,C_M1_3,"E1, E4 — explicit portfolio with budget allocation logic",E3 — single-strategy bet on integrated tech platform,"E1,E3,E4"
